   0.0000000000000000        5.0000000000000001E-003   5.0000000000000001E-003   5.4698463103929540E-003   5.1244679678497792E-003   5.1433996165193702E-003
   4.0000000000000003E-005   5.0000000000000001E-003   4.9971070833333331E-003   5.4676602939224628E-003   5.1211274267935984E-003   5.0641322718250692E-003
   8.0000000000000007E-005   5.0000000000000001E-003   4.9942616666666670E-003   5.4654004284702710E-003   5.1169451110275824E-003   5.0049302159464321E-003
   1.2000000000000002E-004   5.0000000000000001E-003   4.9914637500000003E-003   5.4630670708953315E-003   5.1119388724840424E-003   4.9638674450119243E-003
   1.6000000000000001E-004   5.0000000000000001E-003   4.9887133333333337E-003   5.4606605896618532E-003   5.1061382309312451E-003   4.9390179551500133E-003
   2.0000000000000001E-004   5.0000000000000001E-003   4.9860104166666664E-003   5.4581813647811197E-003   5.0995840265811321E-003   4.9284557424891674E-003
   2.4000000000000003E-004   5.0000000000000001E-003   4.9833550000000001E-003   5.4556297877514813E-003   5.0923279392802098E-003   4.9302548031578538E-003
   2.8000000000000003E-004   5.0000000000000001E-003   4.9807470833333331E-003   5.4530062614965282E-003   5.0844318797489269E-003   4.9424891332845392E-003
   3.2000000000000003E-004   5.0000000000000001E-003   4.9781866666666671E-003   5.4503112003014701E-003   5.0759672597906558E-003   4.9632327289976918E-003
   3.6000000000000002E-004   5.0000000000000001E-003   4.9756737500000004E-003   5.4475450297477111E-003   5.0670141497694034E-003   4.9905595864257780E-003
   4.0000000000000002E-004   5.0000000000000001E-003   4.9732083333333338E-003   5.4447081866456489E-003   5.0576603329401410E-003   5.0225437016972654E-003
   4.4000000000000002E-004   5.0000000000000001E-003   4.9707904166666666E-003   5.4418011189656945E-003   5.0480002673930074E-003   5.0572590709406211E-003
   4.8000000000000007E-004   5.0000000000000001E-003   4.9684200000000003E-003   5.4388242857675339E-003   5.0381339674288378E-003   5.0927796902843136E-003
   5.2000000000000006E-004   5.0000000000000001E-003   4.9660970833333333E-003   5.4357781571276378E-003   5.0281658171071912E-003   5.1271795558568084E-003
   5.6000000000000006E-004   5.0000000000000001E-003   4.9638216666666665E-003   5.4326632140650312E-003   5.0182033294885221E-003   5.1585326637865747E-003
   6.0000000000000006E-004   5.0000000000000001E-003   4.9615937499999999E-003   5.4294799484653324E-003   5.0083558657206496E-003   5.1849130102020781E-003
   6.4000000000000005E-004   5.0000000000000001E-003   4.9594133333333333E-003   5.4262288630030813E-003   4.9987333285894057E-003   5.2043945912317877E-003
   6.8000000000000005E-004   5.0000000000000001E-003   4.9572804166666670E-003   5.4229104710623605E-003   4.9894448454583769E-003   5.2150514030041700E-003
   7.2000000000000005E-004   5.0000000000000001E-003   4.9551949999999999E-003   5.4195252966557248E-003   4.9805974556602533E-003   5.2149574416476907E-003
   7.6000000000000004E-004   5.0000000000000001E-003   4.9531570833333339E-003   5.4160738743414564E-003   4.9722948173703202E-003   5.2021867032908207E-003
   8.0000000000000004E-004   5.0000000000000001E-003   4.9511666666666671E-003   5.4125567491391481E-003   4.9646359487915065E-003   5.1748131840620238E-003
   8.4000000000000003E-004   5.0000000000000001E-003   4.9492237500000005E-003   5.4089744764436402E-003   4.9577140181126123E-003   5.1314040467848113E-003
   8.8000000000000003E-004   5.0000000000000001E-003   4.9473283333333331E-003   5.4053276219373199E-003   4.9516151961703477E-003   5.0741950001747423E-003
   9.2000000000000003E-004   5.0000000000000001E-003   4.9454804166666668E-003   5.4016167615007892E-003   4.9464175850582855E-003   5.0070753401086562E-003
   9.6000000000000013E-004   5.0000000000000001E-003   4.9436799999999998E-003   5.3978424811219278E-003   4.9421902350885198E-003   4.9339423645353543E-003
   1.0000000000000000E-003   5.0000000000000001E-003   4.9419270833333338E-003   5.3940053768033614E-003   4.9389922615348403E-003   4.8586933714036438E-003
   1.0400000000000001E-003   5.0000000000000001E-003   4.9402216666666670E-003   5.3901060544683417E-003   4.9368720714799150E-003   4.7852256586623275E-003
   1.0800000000000000E-003   5.0000000000000001E-003   4.9385637500000005E-003   5.3861451298650694E-003   4.9358667098658411E-003   4.7174365242602110E-003
   1.1200000000000001E-003   5.0000000000000001E-003   4.9369533333333332E-003   5.3821232284694542E-003   4.9360013325210278E-003   4.6592232661460961E-003
   1.1600000000000000E-003   5.0000000000000001E-003   4.9353904166666669E-003   5.3780409853863512E-003   4.9372888125217215E-003   4.6144831822687903E-003
   1.2000000000000001E-003   5.0000000000000001E-003   4.9338749999999999E-003   5.3738990452492658E-003   4.9397294847588185E-003   4.5871135705770954E-003
   1.2400000000000000E-003   5.0000000000000001E-003   4.9324070833333331E-003   5.3696980621185603E-003   4.9433110320371929E-003   4.5806162564216244E-003
   1.2800000000000001E-003   5.0000000000000001E-003   4.9309866666666664E-003   5.3654386993781701E-003   4.9480085144521539E-003   4.5943667846076322E-003
   1.3200000000000002E-003   5.0000000000000001E-003   4.9296137499999998E-003   5.3611216296308483E-003   4.9537845421840391E-003   4.6252864425661878E-003
   1.3600000000000001E-003   5.0000000000000001E-003   4.9282883333333334E-003   5.3567475345919534E-003   4.9605895902447164E-003   4.6702640140217581E-003
